name,clean_mode,fit_count,status,weight_mode,test_mra_percent,train_mra_percent,test_p75_count,test_benefit,test_tie,test_harm,test_switch_delta_sum,threshold,far_guard_proxy,far_guard_threshold
quality_loose:xgb_delta:far_guard,quality_loose,593,ok,delta,31.772616136919318,31.73150266971777,128,32,39,57,0.09999999999999887,0.08320613422348529,p75,2.5
non_tie:lgbm_delta:far_guard,non_tie,509,ok,delta,31.772616136919314,32.0976353928299,324,67,127,130,0.10000000000000336,-0.0037576244854436503,median,2.0
switch_relevant:lgbm_delta:far_guard,switch_relevant,509,ok,delta,31.772616136919314,32.0976353928299,324,67,127,130,0.10000000000000336,-0.0037576244854436503,median,2.0
non_tie_quality_strict:decision_tree_delta_d2,non_tie_quality_strict,185,ok,delta,31.76039119804401,30.122044241037376,0,0,0,0,0.0,0.3200873372445416,,
non_tie_quality_strict:decision_tree_delta_d3,non_tie_quality_strict,185,ok,delta,31.76039119804401,30.122044241037376,0,0,0,0,0.0,0.3200873372445416,,
non_tie_quality_strict:xgb_delta:delta_quality,non_tie_quality_strict,185,ok,delta_quality,31.76039119804401,30.122044241037376,0,0,0,0,0.0,0.10111130128963089,,
non_tie_quality_strict:xgb_delta:far_guard:delta_quality,non_tie_quality_strict,185,ok,delta_quality,31.76039119804401,30.122044241037376,0,0,0,0,0.0,0.10111130128963089,,
non_tie_quality_loose:xgb_delta:quality,non_tie_quality_loose,271,ok,quality,31.760391198044,31.891685736079328,150,39,46,65,-1.609823385706477e-15,0.012019447463599961,,
non_tie_quality_loose:xgb_delta:far_guard:quality,non_tie_quality_loose,271,ok,quality,31.760391198044,31.891685736079328,150,39,46,65,-1.609823385706477e-15,0.012019447463599961,,
drop_far_proxy:ridge_delta:far_guard,drop_far_proxy,1297,ok,delta,31.735941320293403,31.41113653699466,188,41,80,67,-0.19999999999999998,0.07868078270469134,p90,2.5
drop_far_proxy:logistic_switch,drop_far_proxy,1297,ok,delta,31.723716381418093,31.22044241037376,232,60,72,100,-0.30000000000000104,0.7746078663359843,,
quality_strict:ridge_delta,quality_strict,390,ok,delta,31.723716381418093,30.839054157131958,102,29,32,41,-0.2999999999999998,0.16385814349282726,,
non_tie_quality_loose:decision_tree_delta_d2,non_tie_quality_loose,271,ok,delta,31.723716381418093,30.633104500381393,291,63,108,120,-0.2999999999999998,0.06144465290806757,,
non_tie_quality_loose:decision_tree_delta_d3,non_tie_quality_loose,271,ok,delta,31.723716381418093,30.633104500381393,291,63,108,120,-0.2999999999999998,0.1307275733774287,,
non_tie_quality_strict:ridge_delta:far_guard,non_tie_quality_strict,185,ok,delta,31.723716381418093,30.648360030511064,74,19,29,26,-0.29999999999999993,0.2938557133678136,p90,1.8
non_tie:ridge_delta:far_guard,non_tie,509,ok,delta,31.711491442542783,31.426392067124333,183,39,73,71,-0.40000000000000024,0.11639026091629451,median,2.0
switch_relevant:ridge_delta:far_guard,switch_relevant,509,ok,delta,31.711491442542783,31.426392067124333,183,39,73,71,-0.40000000000000024,0.11639026091629451,median,2.0
drop_far_proxy:random_forest_delta:far_guard:delta_quality,drop_far_proxy,1297,ok,delta_quality,31.699266503667477,31.990846681922196,246,57,93,96,-0.5000000000000007,-0.012235425165775159,p90,2.5
none:logistic_switch,none,1311,ok,delta,31.674816625916876,31.06025934401221,264,65,88,111,-0.7000000000000008,0.7526934363171981,,
none:logistic_switch:far_guard,none,1311,ok,delta,31.674816625916876,31.090770404271552,264,65,88,111,-0.7000000000000008,0.7526934363171981,p75,3.0
non_tie:logistic_switch:far_guard:quality,non_tie,509,ok,quality,31.674816625916876,31.006864988558352,250,52,96,102,-0.7,0.5470053674084073,p90,2.5
switch_relevant:logistic_switch:far_guard:quality,switch_relevant,509,ok,quality,31.674816625916876,31.006864988558352,250,52,96,102,-0.7,0.5470053674084073,p90,2.5
drop_far_proxy:decision_tree_delta_d2:far_guard,drop_far_proxy,1297,ok,delta,31.674816625916876,30.854309687261633,72,15,24,33,-0.7000000000000004,0.035145384003058826,p75,1.0
drop_far_proxy:decision_tree_delta_d2:far_guard:delta_quality,drop_far_proxy,1297,ok,delta_quality,31.674816625916876,30.854309687261633,72,15,24,33,-0.7000000000000004,0.030303932251083715,p75,1.0
drop_far_proxy:random_forest_delta:far_guard:quality,drop_far_proxy,1297,ok,quality,31.674816625916876,31.98321891685736,223,52,74,97,-0.7000000000000024,-0.032266961185035054,p90,2.5
non_tie_quality_strict:decision_tree_delta_d2:far_guard,non_tie_quality_strict,185,ok,delta,31.674816625916876,30.411899313501145,74,25,12,37,-0.7,0.20023974655364335,p90,2.0
non_tie_quality_strict:decision_tree_delta_d3:far_guard,non_tie_quality_strict,185,ok,delta,31.674816625916876,30.411899313501145,74,25,12,37,-0.7,0.20023974655364335,p90,2.0
non_tie:gbrt_delta:far_guard,non_tie,509,ok,delta,31.67481662591687,32.18916857360794,307,63,119,125,-0.7000000000000055,0.005915468287514666,p75,2.5
switch_relevant:gbrt_delta:far_guard,switch_relevant,509,ok,delta,31.67481662591687,32.18916857360794,307,63,119,125,-0.7000000000000055,0.005915468287514666,p75,2.5
non_tie:ridge_delta,non_tie,509,ok,delta,31.662591687041562,31.365369946605647,191,40,78,73,-0.7999999999999998,0.11639026091629451,,
non_tie:gbrt_delta,non_tie,509,ok,delta,31.662591687041562,32.151029748283754,311,63,122,126,-0.8000000000000054,0.005915468287514666,,
switch_relevant:ridge_delta,switch_relevant,509,ok,delta,31.662591687041562,31.365369946605647,191,40,78,73,-0.7999999999999998,0.11639026091629451,,
switch_relevant:gbrt_delta,switch_relevant,509,ok,delta,31.662591687041562,32.151029748283754,311,63,122,126,-0.8000000000000054,0.005915468287514666,,
drop_far_proxy:random_forest_delta:far_guard,drop_far_proxy,1297,ok,delta,31.662591687041562,32.036613272311214,196,42,71,83,-0.8000000000000027,-0.0033172094103174903,p90,2.5
non_tie_quality_loose:lgbm_delta,non_tie_quality_loose,271,ok,delta,31.65036674816626,31.594202898550726,134,31,47,56,-0.9000000000000002,0.11744221549554124,,
non_tie_quality_loose:lgbm_delta:far_guard,non_tie_quality_loose,271,ok,delta,31.63814180929095,31.60945842868039,179,42,58,79,-1.0000000000000009,0.09101764642813198,p75,2.5
non_tie:ridge_delta:far_guard:quality,non_tie,509,ok,quality,31.60146699266504,31.212814645308928,226,52,87,87,-1.3000000000000016,0.01492723758468559,median,2.0
switch_relevant:ridge_delta:far_guard:quality,switch_relevant,509,ok,quality,31.60146699266504,31.212814645308928,226,52,87,87,-1.3000000000000016,0.01492723758468559,median,2.0
non_tie_quality_loose:xgb_delta,non_tie_quality_loose,271,ok,delta,31.577017114914423,31.28909229595729,168,41,58,69,-1.5000000000000013,0.08751403266870533,,
non_tie:ridge_delta:quality,non_tie,509,ok,quality,31.564792176039123,31.144164759725403,237,54,94,89,-1.6000000000000023,0.01492723758468559,,
switch_relevant:ridge_delta:quality,switch_relevant,509,ok,quality,31.564792176039123,31.144164759725403,237,54,94,89,-1.6000000000000023,0.01492723758468559,,
drop_far_proxy:logistic_switch:far_guard:delta_quality,drop_far_proxy,1297,ok,delta_quality,31.56479217603912,31.029748283752863,266,66,89,111,-1.5999999999999996,0.7338416411041407,p90,2.5
quality_strict:decision_tree_delta_d3:quality,quality_strict,390,ok,quality,31.552567237163814,30.663615560640732,222,46,80,96,-1.7000000000000017,0.014995158159358054,,
quality_strict:decision_tree_delta_d3:far_guard:quality,quality_strict,390,ok,quality,31.54034229828851,30.75514874141877,178,38,63,77,-1.800000000000002,0.014995158159358054,p90,2.0
non_tie_quality_strict:ridge_delta:quality,non_tie_quality_strict,185,ok,quality,31.503667481662596,30.816170861937454,192,43,71,78,-2.0999999999999983,0.04800687289017413,,
non_tie_quality_strict:ridge_delta:far_guard:quality,non_tie_quality_strict,185,ok,quality,31.503667481662596,30.82379862700229,191,43,70,78,-2.0999999999999983,0.04800687289017413,p75,2.5
quality_strict:gbrt_delta,quality_strict,390,ok,delta,31.49144254278729,31.136536994660567,178,36,70,72,-2.1999999999999957,0.11061514640234343,,
quality_strict:gbrt_delta:far_guard,quality_strict,390,ok,delta,31.49144254278729,31.16704805491991,177,36,69,72,-2.1999999999999957,0.11061514640234343,p75,2.5
non_tie_quality_loose:lgbm_delta:delta_quality,non_tie_quality_loose,271,ok,delta_quality,31.46699266503667,31.609458428680398,180,42,63,75,-2.399999999999998,0.0910026578684281,,
non_tie_quality_loose:lgbm_delta:far_guard:delta_quality,non_tie_quality_loose,271,ok,delta_quality,31.46699266503667,31.647597254004577,179,42,62,75,-2.399999999999998,0.0910026578684281,p75,2.5
quality_strict:gbrt_delta:far_guard:delta_quality,quality_strict,390,ok,delta_quality,31.356968215158926,31.16704805491991,196,41,73,82,-3.2999999999999954,0.08984417544852243,p75,2.5
